date,tmax
2021-09-26,71.0
2021-09-27,78.0
2021-09-28,71.0
2021-09-29,68.0
2021-09-30,65.0
2021-10-01,67.0
2021-10-02,74.0
2021-10-03,77.0
2021-10-04,73.0
2021-10-05,65.0
2021-10-06,69.0
2021-10-07,73.0
2021-10-08,76.0
2021-10-09,67.0
2021-10-10,66.0
2021-10-11,71.0
2021-10-12,69.0
2021-10-13,69.0
2021-10-14,76.0
2021-10-15,79.0
2021-10-16,76.0
2021-10-17,61.0
2021-10-18,58.0
2021-10-19,66.0
2021-10-20,75.0
2021-10-21,73.0
2021-10-22,69.0
2021-10-23,59.0
2021-10-24,59.0
2021-10-25,73.0
2021-10-26,63.0
2021-10-27,61.0
2021-10-28,57.0
2021-10-29,56.0
2021-10-30,64.0
2021-10-31,63.0
2021-11-01,58.0
2021-11-02,53.0
2021-11-03,51.0
2021-11-04,50.0
2021-11-05,51.0
2021-11-06,52.0
2021-11-07,53.0
2021-11-08,63.0
2021-11-09,68.0
2021-11-10,64.0
2021-11-11,61.0
2021-11-12,65.0
2021-11-13,62.0
2021-11-14,48.0
2021-11-15,47.0
2021-11-16,49.0
2021-11-17,57.0
2021-11-18,69.0
2021-11-19,48.0
2021-11-20,47.0
2021-11-21,56.0
2021-11-22,55.0
2021-11-23,42.0
2021-11-24,45.0
2021-11-25,56.0
2021-11-26,47.0
2021-11-27,39.0
2021-11-28,41.0
2021-11-29,45.0
2021-11-30,41.0
2021-12-01,49.0
2021-12-02,58.0
2021-12-03,48.0
2021-12-04,48.0
2021-12-05,49.0
2021-12-06,61.0
2021-12-07,43.0
2021-12-08,42.0
2021-12-09,39.0
2021-12-10,50.0
2021-12-11,66.0
2021-12-12,56.0
2021-12-13,53.0
2021-12-14,53.0
2021-12-15,57.0
2021-12-16,62.0
2021-12-17,60.0
2021-12-18,48.0
2021-12-19,45.0
2021-12-20,37.0
2021-12-21,43.0
2021-12-22,47.0
2021-12-23,36.0
2021-12-24,40.0
2021-12-25,52.0
2021-12-26,51.0
2021-12-27,39.0
2021-12-28,47.0
2021-12-29,44.0
2021-12-30,49.0
2021-12-31,55.0
2022-01-01,56.0
2022-01-02,59.0
2022-01-03,37.0
2022-01-04,34.0
2022-01-05,47.0
2022-01-06,41.0
2022-01-07,34.0
2022-01-08,30.0
2022-01-09,40.0
2022-01-10,40.0
2022-01-11,24.0
2022-01-12,40.0
2022-01-13,48.0
2022-01-14,43.0
2022-01-15,21.0
2022-01-16,37.0
2022-01-17,44.0
2022-01-18,36.0
2022-01-19,49.0
2022-01-20,46.0
2022-01-21,22.0
2022-01-22,29.0
2022-01-23,37.0
2022-01-24,36.0
2022-01-25,42.0
2022-01-26,28.0
2022-01-27,32.0
2022-01-28,32.0
2022-01-29,29.0
2022-01-30,26.0
2022-01-31,31.0
2022-02-01,36.0
2022-02-02,47.0
2022-02-03,52.0
2022-02-04,57.0
2022-02-05,27.0
2022-02-06,30.0
2022-02-07,37.0
2022-02-08,45.0
2022-02-09,46.0
2022-02-10,54.0
2022-02-11,57.0
2022-02-12,59.0
2022-02-13,42.0
2022-02-14,25.0
2022-02-15,30.0
2022-02-16,49.0
2022-02-17,68.0
2022-02-18,63.0
2022-02-19,40.0
2022-02-20,36.0
2022-02-21,55.0
2022-02-22,61.0
2022-02-23,68.0
2022-02-24,35.0
2022-02-25,41.0
2022-02-26,37.0
2022-02-27,48.0
2022-02-28,36.0
2022-03-01,48.0
2022-03-02,52.0
2022-03-03,48.0
2022-03-04,37.0
2022-03-05,46.0
2022-03-06,68.0
2022-03-07,74.0
2022-03-08,50.0
2022-03-09,41.0
2022-03-10,51.0
2022-03-11,55.0
2022-03-12,48.0
2022-03-13,35.0
2022-03-14,56.0
2022-03-15,68.0
2022-03-16,67.0
2022-03-17,53.0
2022-03-18,74.0
2022-03-19,70.0
2022-03-20,61.0
2022-03-21,62.0
2022-03-22,58.0
2022-03-23,49.0
2022-03-24,47.0
2022-03-25,60.0
2022-03-26,53.0
2022-03-27,46.0
2022-03-28,33.0
2022-03-29,38.0
2022-03-30,47.0
2022-03-31,66.0
2022-04-01,61.0
2022-04-02,54.0
2022-04-03,48.0
2022-04-04,54.0
2022-04-05,57.0
2022-04-06,53.0
2022-04-07,54.0
2022-04-08,65.0
2022-04-09,55.0
2022-04-10,50.0
2022-04-11,61.0
2022-04-12,72.0
2022-04-13,71.0
2022-04-14,79.0
2022-04-15,70.0
2022-04-16,73.0
2022-04-17,51.0
2022-04-18,54.0
2022-04-19,50.0
2022-04-20,60.0
2022-04-21,59.0
2022-04-22,70.0
2022-04-23,65.0
2022-04-24,63.0
2022-04-25,58.0
2022-04-26,60.0
2022-04-27,58.0
2022-04-28,58.0
2022-04-29,63.0
2022-04-30,68.0
2022-05-01,69.0
2022-05-02,56.0
2022-05-03,62.0
2022-05-04,65.0
2022-05-05,74.0
2022-05-06,61.0
2022-05-07,50.0
2022-05-08,58.0
2022-05-09,70.0
2022-05-10,73.0
2022-05-11,75.0
2022-05-12,75.0
2022-05-13,72.0
2022-05-14,72.0
2022-05-15,76.0
2022-05-16,75.0
2022-05-17,77.0
2022-05-18,72.0
2022-05-19,66.0
2022-05-20,69.0
2022-05-21,90.0
2022-05-22,89.0
2022-05-23,73.0
2022-05-24,67.0
2022-05-25,70.0
2022-05-26,70.0
2022-05-27,80.0
2022-05-28,74.0
2022-05-29,77.0
2022-05-30,84.0
2022-05-31,93.0
2022-06-01,72.0
2022-06-02,79.0
2022-06-03,76.0
2022-06-04,80.0
2022-06-05,77.0
2022-06-06,80.0
2022-06-07,78.0
2022-06-08,82.0
2022-06-09,81.0
2022-06-10,77.0
2022-06-11,74.0
2022-06-12,72.0
2022-06-13,85.0
2022-06-14,81.0
2022-06-15,83.0
2022-06-16,71.0
2022-06-17,88.0
2022-06-18,75.0
2022-06-19,73.0
2022-06-20,78.0
2022-06-21,80.0
2022-06-22,67.0
2022-06-23,74.0
2022-06-24,81.0
2022-06-25,90.0
2022-06-26,89.0
2022-06-27,77.0
2022-06-28,79.0
2022-06-29,84.0
2022-06-30,86.0
2022-07-01,91.0
2022-07-02,87.0
2022-07-03,88.0
2022-07-04,85.0
2022-07-05,87.0
2022-07-06,85.0
2022-07-07,84.0
2022-07-08,83.0
2022-07-09,85.0
2022-07-10,83.0
2022-07-11,85.0
2022-07-12,90.0
2022-07-13,91.0
2022-07-14,90.0
2022-07-15,86.0
2022-07-16,85.0
2022-07-17,83.0
2022-07-18,81.0
2022-07-19,90.0
2022-07-20,95.0
2022-07-21,92.0
2022-07-22,94.0
2022-07-23,95.0
2022-07-24,95.0
2022-07-25,86.0
2022-07-26,81.0
2022-07-27,85.0
2022-07-28,87.0
2022-07-29,85.0
2022-07-30,87.0
2022-07-31,86.0
2022-08-01,77.0
2022-08-02,90.0
2022-08-03,89.0
2022-08-04,93.0
2022-08-05,89.0
2022-08-06,92.0
2022-08-07,92.0
2022-08-08,93.0
2022-08-09,97.0
2022-08-10,87.0
2022-08-11,89.0
2022-08-12,85.0
2022-08-13,79.0
2022-08-14,82.0
2022-08-15,83.0
2022-08-16,83.0
2022-08-17,81.0
2022-08-18,87.0
2022-08-19,90.0
2022-08-20,90.0
2022-08-21,82.0
2022-08-22,79.0
2022-08-23,86.0
2022-08-24,90.0
2022-08-25,91.0
2022-08-26,87.0
2022-08-27,90.0
2022-08-28,82.0
2022-08-29,85.0
2022-08-30,89.0
2022-08-31,85.0
2022-09-01,86.0
2022-09-02,79.0
2022-09-03,82.0
2022-09-04,90.0
2022-09-05,88.0
2022-09-06,74.0
2022-09-07,72.0
2022-09-08,78.0
2022-09-09,80.0
2022-09-10,86.0
2022-09-11,76.0
2022-09-12,81.0
2022-09-13,82.0
2022-09-14,80.0
2022-09-15,74.0
2022-09-16,75.0
2022-09-17,76.0
2022-09-18,83.0
2022-09-19,85.0
2022-09-20,79.0
2022-09-21,80.0
2022-09-22,75.0
2022-09-23,63.0
2022-09-24,69.0
2022-09-25,72.0
2022-09-26,74.0
2022-09-27,70.0
2022-09-28,69.0
2022-09-29,66.0
2022-09-30,62.0
2022-10-01,61.0
2022-10-02,60.0
2022-10-03,53.0
2022-10-04,55.0
2022-10-05,59.0
2022-10-06,74.0
2022-10-07,76.0
2022-10-08,58.0
2022-10-09,61.0
2022-10-10,67.0
2022-10-11,70.0
2022-10-12,70.0
2022-10-13,69.0
2022-10-14,67.0
2022-10-15,68.0
2022-10-16,64.0
2022-10-17,66.0
2022-10-18,56.0
2022-10-19,54.0
2022-10-20,58.0
2022-10-21,62.0
2022-10-22,66.0
2022-10-23,61.0
2022-10-24,61.0
2022-10-25,70.0
2022-10-26,72.0
2022-10-27,65.0
2022-10-28,56.0
2022-10-29,58.0
2022-10-30,63.0
2022-10-31,65.0
2022-11-01,67.0
2022-11-02,70.0
2022-11-03,67.0
2022-11-04,70.0
2022-11-05,76.0
2022-11-06,75.0
2022-11-07,77.0
2022-11-08,58.0
2022-11-09,53.0
2022-11-10,66.0
2022-11-11,68.0
2022-11-12,69.0
2022-11-13,61.0
2022-11-14,45.0
2022-11-15,46.0
2022-11-16,50.0
2022-11-17,46.0
2022-11-18,44.0
2022-11-19,40.0
2022-11-20,40.0
2022-11-21,41.0
2022-11-22,51.0
2022-11-23,55.0
2022-11-24,54.0
2022-11-25,55.0
2022-11-26,57.0
2022-11-27,60.0
2022-11-28,54.0
2022-11-29,44.0
2022-11-30,58.0
2022-12-01,43.0
2022-12-02,47.0
2022-12-03,58.0
2022-12-04,45.0
2022-12-05,48.0
2022-12-06,58.0
2022-12-07,59.0
2022-12-08,55.0
2022-12-09,45.0
2022-12-10,39.0
2022-12-11,40.0
2022-12-12,38.0
2022-12-13,40.0
2022-12-14,39.0
2022-12-15,42.0
2022-12-16,44.0
2022-12-17,44.0
2022-12-18,40.0
2022-12-19,39.0
2022-12-20,39.0
2022-12-21,40.0
2022-12-22,47.0
2022-12-23,58.0
2022-12-24,15.0
2022-12-25,28.0
2022-12-26,29.0
2022-12-27,35.0
2022-12-28,47.0
2022-12-29,51.0
2022-12-30,62.0
2022-12-31,55.0
2023-01-01,55.0
2023-01-02,56.0
2023-01-03,58.0
2023-01-04,66.0
2023-01-05,50.0
2023-01-06,49.0
2023-01-07,45.0
2023-01-08,41.0
2023-01-09,44.0
2023-01-10,41.0
2023-01-11,39.0
2023-01-12,55.0
2023-01-13,57.0
2023-01-14,38.0
2023-01-15,41.0
2023-01-16,48.0
2023-01-17,47.0
2023-01-18,53.0
2023-01-19,44.0
2023-01-20,49.0
2023-01-21,42.0
2023-01-22,42.0
2023-01-23,39.0
2023-01-24,46.0
2023-01-25,54.0
2023-01-26,57.0
2023-01-27,44.0
2023-01-28,52.0
2023-01-29,53.0
2023-01-30,55.0
2023-01-31,50.0
2023-02-01,38.0
2023-02-02,40.0
2023-02-03,35.0
2023-02-04,27.0
2023-02-05,49.0
2023-02-06,52.0
2023-02-07,43.0
2023-02-08,53.0
2023-02-09,55.0
2023-02-10,61.0
2023-02-11,46.0
2023-02-12,48.0
2023-02-13,57.0
2023-02-14,54.0
2023-02-15,67.0
2023-02-16,70.0
2023-02-17,61.0
2023-02-18,43.0
2023-02-19,50.0
2023-02-20,61.0
2023-02-21,50.0
2023-02-22,44.0
2023-02-23,44.0
2023-02-24,45.0
2023-02-25,33.0
2023-02-26,50.0
2023-02-27,46.0
2023-02-28,38.0
2023-03-01,44.0
2023-03-02,54.0
2023-03-03,47.0
2023-03-04,45.0
2023-03-05,53.0
2023-03-06,52.0
2023-03-07,47.0
2023-03-08,48.0
2023-03-09,51.0
2023-03-10,46.0
2023-03-11,45.0
2023-03-12,48.0
2023-03-13,45.0
2023-03-14,38.0
2023-03-15,45.0
2023-03-16,59.0
2023-03-17,60.0
2023-03-18,56.0
2023-03-19,40.0
2023-03-20,51.0
2023-03-21,63.0
2023-03-22,62.0
2023-03-23,60.0
2023-03-24,55.0
2023-03-25,47.0
2023-03-26,63.0
2023-03-27,62.0
2023-03-28,52.0
2023-03-29,55.0
2023-03-30,46.0
2023-03-31,57.0
2023-04-01,72.0
2023-04-02,51.0
2023-04-03,59.0
2023-04-04,73.0
2023-04-05,57.0
2023-04-06,80.0
2023-04-07,60.0
2023-04-08,54.0
2023-04-09,57.0
2023-04-10,68.0
2023-04-11,75.0
2023-04-12,84.0
2023-04-13,90.0
2023-04-14,91.0
2023-04-15,75.0
2023-04-16,71.0
2023-04-17,68.0
2023-04-18,57.0
2023-04-19,64.0
2023-04-20,66.0
2023-04-21,71.0
2023-04-22,67.0
2023-04-23,69.0
2023-04-24,62.0
2023-04-25,60.0
2023-04-26,60.0
2023-04-27,57.0
2023-04-28,56.0
2023-04-29,53.0
2023-04-30,60.0
2023-05-01,61.0
2023-05-02,56.0
2023-05-03,57.0
2023-05-04,55.0
2023-05-05,66.0
2023-05-06,73.0
2023-05-07,78.0
2023-05-08,77.0
2023-05-09,71.0
2023-05-10,73.0
2023-05-11,80.0
2023-05-12,87.0
2023-05-13,82.0
2023-05-14,74.0
2023-05-15,74.0
2023-05-16,79.0
2023-05-17,69.0
2023-05-18,61.0
2023-05-19,70.0
2023-05-20,65.0
2023-05-21,70.0
2023-05-22,75.0
2023-05-23,70.0
2023-05-24,77.0
2023-05-25,68.0
2023-05-26,72.0
2023-05-27,78.0
2023-05-28,79.0
2023-05-29,79.0
2023-05-30,72.0
2023-05-31,77.0
2023-06-01,87.0
2023-06-02,91.0
2023-06-03,69.0
2023-06-04,69.0
2023-06-05,76.0
2023-06-06,79.0
2023-06-07,69.0
2023-06-08,72.0
2023-06-09,72.0
2023-06-10,78.0
2023-06-11,82.0
2023-06-12,78.0
2023-06-13,78.0
2023-06-14,76.0
2023-06-15,77.0
2023-06-16,79.0
2023-06-17,77.0
2023-06-18,80.0
2023-06-19,81.0
2023-06-20,78.0
2023-06-21,73.0
2023-06-22,72.0
2023-06-23,71.0
2023-06-24,78.0
